,EDITION,Year,Market,Newspaper,MarketAndNewspaper,TotalCirculation,Owner
275,Tuesday,2013,cambridge,cambridge times,cambridge times,43185,metroland media group ltd.
280,Friday,2014,cambridge,cambridge times,cambridge times,43183,metroland media group ltd.
278,Thursday,2014,cambridge,cambridge times,cambridge times,48367,metroland media group ltd.
279,Tuesday,2014,cambridge,cambridge times,cambridge times,43389,metroland media group ltd.
281,Friday,2015,cambridge,cambridge times,cambridge times,42969,metroland media group ltd.
282,Thursday,2015,cambridge,cambridge times,cambridge times,48168,metroland media group ltd.
283,Tuesday,2015,cambridge,cambridge times,cambridge times,42956,metroland media group ltd.
284,Friday,2016,cambridge,cambridge times,cambridge times,42969,metroland media group ltd.
286,Thursday,2016,cambridge,cambridge times,cambridge times,46877,metroland media group ltd.
285,Tuesday,2016,cambridge,cambridge times,cambridge times,41666,metroland media group ltd.
287,Friday,2017,cambridge,cambridge times,cambridge times,42969,metroland media group ltd.
289,Thursday,2017,cambridge,cambridge times,cambridge times,46295,metroland media group ltd.
288,Tuesday,2017,cambridge,cambridge times,cambridge times,41054,metroland media group ltd.
290,Thursday,2018,cambridge,cambridge times,cambridge times,45733,metroland media group ltd.
291,Tuesday,2018,cambridge,cambridge times,cambridge times,40898,metroland media group ltd.
293,Thursday,2019,cambridge,cambridge times,cambridge times,44949,metroland media group ltd.
292,Tuesday,2019,cambridge,cambridge times,cambridge times,40511,metroland media group ltd.
294,Thursday,2013,campbellford&northwest,campbellford northwest emc,campbellford northwest emc,11630,metroland media group ltd.
2561,Thursday,2014,campbellford,trent hills independent,campbellford trent hills independent,11750,metroland media group ltd.
2562,Thursday,2015,campbellford,trent hills independent,campbellford trent hills independent,10754,metroland media group ltd.
2563,Thursday,2016,campbellford,trent hills independent,campbellford trent hills independent,10524,metroland media group ltd.
2564,Thursday,2017,campbellford,trent hills independent,campbellford trent hills independent,10524,metroland media group ltd.
2346,Tuesday,2013,canada,the lights of homeland,canada the lights of homeland,1408,lithuanian can. r. c. cultural soc. inc.
2347,Tuesday,2014,canada,the lights of homeland,canada the lights of homeland,1217,lithuanian can. r. c. cultural soc. inc.
2348,Tuesday,2015,canada,the lights of homeland,canada the lights of homeland,1154,lithuanian can. r. c. cultural soc. inc.
2349,Tuesday,2016,canada,the lights of homeland,canada the lights of homeland,997,lithuanian can. r. c. cultural soc. inc.
317,Thursday,2013,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12812,metroland media group ltd.
318,Thursday,2014,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12814,metroland media group ltd.
319,Thursday,2015,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,13376,metroland media group ltd.
320,Thursday,2016,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,12246,metroland media group ltd.
321,Thursday,2017,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11690,metroland media group ltd.
322,Thursday,2018,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11615,metroland media group ltd.
323,Thursday,2019,almonte&carleton%20place,carleton placealmonte canadian gazette,carleton placealmonte canadian gazette,11326,metroland media group ltd.
330,Friday,2013,cfb%20borden,citizen,cfb borden citizen,7200,department of national defence
343,Friday,2014,cfb%20borden,citizen,cfb borden citizen,7200,department of national defence
2413,Monthly,2014,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,department of national defence
2414,Monthly,2015,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,department of national defence
2415,Monthly,2016,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,department of national defence
2416,Monthly,2017,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,department of national defence
2417,Monthly,2018,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,department of national defence
2418,Monthly,2019,cfb%20north%20bay,the shield le bouclier,cfb north bay the shield le bouclier,1000,canadian forces morale and welfare services (cfmws)
331,Wednesday,2013,cfb%20petawawa,post,cfb petawawa post,7700,department of national defence
1587,Wednesday,2014,cfb%20petawawa,post,cfb petawawa post,7700,department of national defence
332,Friday,2013,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
392,Friday,2014,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
393,Friday,2015,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
394,Friday,2016,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
395,Friday,2017,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
396,Friday,2018,cfb%20trenton,contact,cfb trenton contact,3000,department of national defence
397,Friday,2019,cfb%20trenton,contact,cfb trenton contact,3000,canadian forces morale and welfare services (cfmws)
671,Thursday,2014,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,department of national defence
672,Thursday,2015,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,department of national defence
673,Thursday,2016,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,department of national defence
674,Thursday,2017,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,department of national defence
675,Thursday,2018,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,department of national defence
676,Thursday,2019,cfsu%20ottawa,guard of honour,cfsu ottawa guard of honour,10000,canadian forces morale and welfare services (cfmws)
333,Sunday,2013,chapleau,express,chapleau express,1700,the chapleau express
538,Sunday,2014,chapleau,express,chapleau express,1700,the chapleau express
540,Thursday,2015,chapleau,express,chapleau express,1700,the chapleau express
542,Thursday,2016,chapleau,express,chapleau express,1700,the chapleau express
544,Thursday,2017,chapleau,express,chapleau express,1700,the chapleau express
546,Thursday,2018,chapleau,express,chapleau express,1700,the chapleau express
548,Thursday,2019,chapleau,express,chapleau express,1700,the chapleau express
334,Wednesday,2013,chatham,this week,chatham this week,19641,sun media corporation
2485,Wednesday,2014,chatham,this week,chatham this week,19670,sun media corporation
2487,Wednesday,2015,chatham,this week,chatham this week,19785,sun media corporation
2489,Wednesday,2016,chatham,this week,chatham this week,19760,sun media corporation
2490,Wednesday,2017,chatham,this week,chatham this week,19760,postmedia network inc.
2491,Wednesday,2018,chatham,this week,chatham this week,19760,postmedia network inc.
2492,Wednesday,2019,chatham,this week,chatham this week,19760,postmedia network inc.
2520,Thursday,2013,chatham,tilbury wheatley this week,chatham tilbury wheatley this week,9277,sun media corporation
335,Wednesday,2013,chesterville,record,chesterville record,1576,etcetera publications
1606,Wednesday,2014,chesterville,record,chesterville record,1906,etcetera publications
1607,Wednesday,2015,chesterville,record,chesterville record,1700,etcetera publications
1608,Wednesday,2016,chesterville,record,chesterville record,1582,etcetera publications
1609,Wednesday,2017,chesterville,record,chesterville record,1369,etcetera publications
349,Friday,2015,cfb%20borden,citoyen borden citizen,citoyen borden citizen,7000,department of national defence
350,Friday,2016,cfb%20borden,citoyen borden citizen,citoyen borden citizen,7000,department of national defence
351,Friday,2017,cfb%20borden,citoyen borden citizen,citoyen borden citizen,7000,department of national defence
352,Friday,2018,cfb%20borden,citoyen borden citizen,citoyen borden citizen,7000,department of national defence
353,Friday,2019,cfb%20borden,citoyen borden citizen,citoyen borden citizen,7000,canadian forces morale and welfare services (cfmws)
2384,Thursday,2013,clarence-rockland,the musketeers journal,clarence-rockland the musketeers journal,14000,
2385,Thursday,2014,clarence-rockland,the musketeers journal,clarence-rockland the musketeers journal,14000,musketeers journal
363,Friday,2013,clarington,clarington this week,clarington this week,19328,metroland media group ltd.
362,Thursday,2013,clarington,clarington this week,clarington this week,25731,metroland media group ltd.
361,Wednesday,2013,clarington,clarington this week,clarington this week,25731,metroland media group ltd.
364,Thursday,2014,clarington,clarington this week,clarington this week,25831,metroland media group ltd.
365,Wednesday,2014,clarington,clarington this week,clarington this week,25845,metroland media group ltd.
367,Thursday,2015,clarington,clarington this week,clarington this week,117828,metroland media group ltd.
366,Wednesday,2015,clarington,clarington this week,clarington this week,105981,metroland media group ltd.
369,Thursday,2016,clarington,clarington this week,clarington this week,117828,metroland media group ltd.
368,Wednesday,2016,clarington,clarington this week,clarington this week,105981,metroland media group ltd.
370,Thursday,2017,clarington,clarington this week,clarington this week,117828,metroland media group ltd.
371,Wednesday,2017,clarington,clarington this week,clarington this week,105981,metroland media group ltd.
373,Thursday,2018,clarington,clarington this week,clarington this week,117828,metroland media group ltd.
372,Wednesday,2018,clarington,clarington this week,clarington this week,105981,metroland media group ltd.
375,Thursday,2019,clarington,clarington this week,clarington this week,117828,metroland media group ltd.
374,Wednesday,2019,clarington,clarington this week,clarington this week,105981,metroland media group ltd.
376,Wednesday,2013,clinton,news record,clinton news record,1586,sun media corporation
1227,Wednesday,2014,clinton,news record,clinton news record,1427,sun media corporation
1228,Wednesday,2015,clinton,news record,clinton news record,1344,sun media corporation
1229,Wednesday,2016,clinton,news record,clinton news record,1157,sun media corporation
1230,Wednesday,2017,clinton,news record,clinton news record,1004,postmedia network inc.
1231,Wednesday,2018,clinton,news record,clinton news record,1029,postmedia network inc.
1232,Wednesday,2019,clinton,news record,clinton news record,1029,postmedia network inc.
1391,Friday,2013,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22799,metroland media group ltd.
1390,Thursday,2013,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22800,metroland media group ltd.
1393,Friday,2014,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16452,metroland media group ltd.
1392,Thursday,2014,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22752,metroland media group ltd.
1395,Friday,2015,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16476,metroland media group ltd.
1394,Thursday,2015,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22717,metroland media group ltd.
1396,Friday,2016,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16476,metroland media group ltd.
1397,Thursday,2016,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22631,metroland media group ltd.
1399,Friday,2017,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16476,metroland media group ltd.
1398,Thursday,2017,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22631,metroland media group ltd.
1401,Friday,2018,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,16476,metroland media group ltd.
1400,Thursday,2018,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22631,metroland media group ltd.
1402,Thursday,2019,cobourg&port%20hope&colborne,northumberland news,cobourg port hope colborne northumberland news,22378,metroland media group ltd.
377,Thursday,2013,cochrane,cochrane timespost,cochrane timespost,1935,sun media corporation
378,Thursday,2014,cochrane,cochrane timespost,cochrane timespost,1836,sun media corporation
379,Thursday,2015,cochrane,cochrane timespost,cochrane timespost,1725,sun media corporation
380,Thursday,2016,cochrane,cochrane timespost,cochrane timespost,1381,sun media corporation
381,Thursday,2017,cochrane,cochrane timespost,cochrane timespost,1223,postmedia network inc.
