,AdvNewspaper,Issued,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year
1245,nwt nunavut news north,Monday,12788,2.57,400.0,1100.0,6.0,215.0,5.0,2015
1246,oakville beaver,Friday,51673,5.03,335.0,1160.0,10.0,175.0,10.0,2013
1247,oakville beaver,Thursday,50405,5.03,335.0,1160.0,10.0,175.0,10.0,2013
1248,oakville beaver,Wednesday,50419,5.03,335.0,1160.0,10.0,175.0,10.0,2013
1249,oakville beaver,Friday,50895,5.49,1160.0,1160.0,10.0,161.0,10,2014
1250,oakville beaver,Thursday,60289,6.2,1160.0,1160.0,10.0,161.0,10,2014
1251,oakville beaver,Wednesday,50918,5.49,1160.0,1160.0,10.0,161.0,10,2014
1252,oakville beaver,Friday,44296,5.49,1160.0,1160.0,10.0,161.0,10.0,2015
1253,oakville beaver,Thursday,52032,6.2,1160.0,1160.0,10.0,161.0,10.0,2015
1254,oakville beaver,Friday,48236,6.2,,1160.0,10.0,161.0,10.0,2016
1255,oakville beaver,Thursday,51864,6.2,,1160.0,10.0,161.0,10.0,2016
1256,oakville beaver,Friday,51775,6.2,,1160.0,10.0,161.0,10.0,2017
1257,oakville beaver,Thursday,51787,6.2,,1160.0,10.0,161.0,10.0,2017
1258,oakville beaver,Friday,48148,6.2,,1160.0,10.0,161.0,10.0,2018
1259,oakville beaver,Thursday,52145,6.2,,1160.0,10.0,161.0,10.0,2018
1260,oakville beaver,Thursday,53161,6.2,,1160.0,10.0,161.0,10.0,2019
1261,oakville north oakville today,Thursday,32473,2.7,335.0,1160.0,10.0,175.0,10.0,2013
1262,ohsweken turtle island news,Wednesday,5000,1.59,182.0,776.0,5.0,200.0,4.0,2013
1263,ohsweken turtle island news,Wednesday,5000,1.59,182.0,776.0,5.0,200.0,4,2014
1264,ohsweken turtle island news,Wednesday,15000,1.59,182.0,776.0,6.0,164.0,5.0,2015
1265,ohsweken turtle island news,Wednesday,15000,1.81,,776.0,6.0,164.0,5.0,2016
1266,ohsweken turtle island news,Wednesday,15000,1.81,,776.0,6.0,164.0,5.0,2017
1267,ohsweken turtle island news,Wednesday,15000,1.88,,776.0,6.0,164.0,5.0,2018
1268,ohsweken turtle island news,Wednesday,15000,1.88,,776.0,6.0,164.0,5.0,2019
1269,orangeville banner,Thursday,23656,2.09,335.0,1160.0,10.0,175.0,10.0,2013
1270,orangeville banner,Tuesday,19509,1.8,335.0,1160.0,10.0,175.0,10.0,2013
1271,orangeville banner,Thursday,23359,2.28,1160.0,1160.0,10.0,161.0,10,2014
1272,orangeville banner,Thursday,22384,2.28,1160.0,1160.0,10.0,161.0,10.0,2015
1273,orangeville banner,Thursday,23324,2.28,,1160.0,10.0,161.0,10.0,2016
1274,orangeville banner,Thursday,23381,2.28,,1160.0,10.0,161.0,10.0,2017
1275,orangeville banner,Thursday,23348,2.28,,1160.0,10.0,161.0,10.0,2018
1276,orangeville banner,Thursday,21802,2.28,,1160.0,10.0,161.0,10.0,2019
1277,orangeville citizen,Thursday,18580,0.88,59.0,235.0,8.0,276.0,6.0,2013
1278,orangeville citizen,Thursday,17838,0.88,59.0,235.0,8.0,300.0,,2014
1279,orangeville citizen,Thursday,17343,0.88,59.0,235.0,8.0,300.0,,2015
1280,orangeville citizen,Thursday,17954,0.88,,235.0,8.0,300.0,9.0,2016
1281,orangeville citizen,Thursday,17967,0.88,,235.0,8.0,300.0,9.0,2017
1282,orangeville citizen,Thursday,18467,0.88,,235.0,8.0,300.0,9.0,2018
1283,orangeville citizen,Thursday,18467,0.88,,235.0,8.0,300.0,9.0,2019
1284,orillia today,Thursday,23872,2.88,335.0,1160.0,10.0,175.0,10.0,2013
1285,orillia today,Thursday,23986,3.15,1160.0,1160.0,10.0,161.0,10,2014
1286,orillia today,Thursday,24143,3.15,1160.0,1160.0,10.0,161.0,10.0,2015
1287,orillia today,Thursday,24347,3.15,,1160.0,10.0,161.0,10.0,2016
1288,orillia today,Thursday,24297,3.15,,1160.0,10.0,161.0,10.0,2017
1289,orillia today,Thursday,24509,3.15,,1160.0,10.0,161.0,10.0,2018
1290,orillia today,Thursday,24512,3.15,,1160.0,10.0,161.0,10.0,2019
1291,orleans news,Thursday,47829,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1292,orleans news,Thursday,48837,1.02,1160.0,1160.0,10.0,189.0,10,2014
1293,orleans news,Thursday,42273,1.2,1160.0,1160.0,10.0,161.0,10.0,2015
1294,orleans news,Thursday,42898,1.2,,1160.0,10.0,161.0,10.0,2016
1295,orleans news,Thursday,43271,1.2,,1160.0,10.0,161.0,10.0,2017
1296,orleans star,Thursday,45439,1.56,235.0,235.0,8.0,175.0,12.0,2013
1297,orleans star,Thursday,45439,1.56,235.0,235.0,8.0,175.0,12,2014
1298,orleans star,Thursday,39980,,,,8.0,175.0,12.0,2015
1299,orleans star,Thursday,42728,1.28,,,8.0,175.0,12.0,2018
1300,orleans star,Thursday,42728,1.28,,,8.0,175.0,12.0,2019
1301,orono weekly times,Wednesday,999,0.48,176.0,529.0,5.0,214.0,4.0,2013
1302,orono weekly times,Wednesday,960,0.68,153.0,353.0,5.0,214.0,4,2014
1303,orono weekly times,Wednesday,909,0.68,153.0,353.0,5.0,214.0,4.0,2015
1304,orono weekly times,Wednesday,936,0.68,,353.0,5.0,214.0,4.0,2016
1305,orono weekly times,Wednesday,936,0.72,,371.0,5.0,214.0,4.0,2017
1306,orono weekly times,Wednesday,1000,0.73,,378.0,5.0,214.0,4.0,2018
1307,orono weekly times,Wednesday,909,0.75,,388.0,5.0,214.0,4.0,2019
1308,oshawa express,Wednesday,35000,1.81,112.0,347.0,8.0,195.0,6.0,2013
1309,oshawa express,Wednesday,35000,1.81,112.0,347.0,8.0,195.0,6,2014
1310,oshawa express,Wednesday,35000,1.81,112.0,347.0,8.0,195.0,6.0,2015
1311,oshawa express,Wednesday,35000,1.81,,347.0,8.0,195.0,6.0,2016
1312,oshawa express,Wednesday,35000,1.81,,347.0,8.0,195.0,6.0,2017
1313,oshawa express,Wednesday,35000,1.81,,347.0,8.0,195.0,6.0,2018
1314,oshawa express,Wednesday,35000,1.96,,347.0,8.0,180.0,6.0,2019
1315,oshawa whitby clarington this week,Thursday/Friday,106294,7.49,335.0,1160.0,10.0,175.0,10.0,2013
1316,oshawa whitby clarington this week,Thursday/Friday,106294,7.49,335.0,1160.0,10.0,175.0,10.0,2013
1317,oshawa whitby clarington this week,Thursday,107090,8.18,1160.0,1160.0,10.0,161.0,10,2014
1318,oshawa whitby clarington this week,Thursday,105428,8.18,1160.0,1160.0,10.0,161.0,10.0,2015
1319,oshawa whitby clarington this week,Thursday,105931,8.18,,1160.0,10.0,161.0,10.0,2016
1320,oshawa whitby clarington this week,Thursday,107250,8.18,,1160.0,10.0,161.0,10.0,2017
1321,oshawa whitby clarington this week,Thursday,103648,8.18,,1160.0,10.0,161.0,10.0,2018
1322,oshawa whitby clarington this week,Thursday,99846,8.18,,1160.0,10.0,161.0,10.0,2019
1323,oshawa whitby clarington this week port perry star,Thursday,117902,7.96,670.0,2320.0,10.0,175.0,10.0,2013
1324,oshawa whitby clarington this week port perry star,Thursday,118710,8.69,2320.0,2320.0,10.0,161.0,10,2014
1325,oshawa whitby clarington this week port perry star,Thursday,116930,8.69,2320.0,2320.0,10.0,161.0,10.0,2015
1326,oshawa whitby clarington this week port perry star,Thursday,117828,8.69,,2320.0,10.0,161.0,10.0,2016
1327,oshawa whitby clarington this week port perry star,Thursday,116070,8.69,,2320.0,10.0,161.0,10.0,2017
1328,oshawa whitby clarington this week port perry star,Thursday,115492,8.69,,2320.0,10.0,161.0,10.0,2018
1329,oshawa whitby clarington this week port perry star,Thursday,111278,8.69,,2320.0,10.0,161.0,10.0,2019
1330,oshawa whitby this week,Wednesday/Thursday/Friday,80562,6.52,335.0,1160.0,10.0,175.0,10.0,2013
1331,oshawa whitby this week,Wednesday/Thursday/Friday,80562,6.52,335.0,1160.0,10.0,175.0,10.0,2013
1332,oshawa whitby this week,Wednesday/Thursday/Friday,80562,6.52,335.0,1160.0,10.0,175.0,10.0,2013
1333,oshawa whitby this week,Friday,79500,6.59,1160.0,1160.0,10.0,161.0,10,2014
1334,oshawa whitby this week,Wednesday,81235,7.11,1160.0,1160.0,10.0,161.0,10,2014
1335,oshawa whitby this week,Wednesday,80252,7.11,1160.0,1160.0,10.0,161.0,10.0,2015
1336,oshawa whitby this week,Wednesday,80268,7.11,,1160.0,10.0,161.0,10.0,2016
1337,oshawa whitby this week,Wednesday,81270,7.11,,1160.0,10.0,161.0,10.0,2017
1338,oshawa whitby this week,Wednesday,77736,7.11,,1160.0,10.0,161.0,10.0,2018
1339,oshawa whitby this week,Wednesday,74115,7.11,,1160.0,10.0,161.0,10.0,2019
1340,ottawa community voice kanata stittsville,Thursday,46230,2.71,,206.0,6.0,147.0,5.0,2019
1341,ottawa community voice south,Thursday,43046,2.71,,206.0,6.0,147.0,5.0,2019
1342,ottawa east news,Thursday,38950,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1343,ottawa east news,Thursday,29011,1.02,1160.0,1160.0,10.0,189.0,10,2014
1344,ottawa east news,Thursday,36519,1.2,1160.0,1160.0,10.0,161.0,10.0,2015
1345,ottawa east news,Thursday,36484,1.2,,1160.0,10.0,161.0,10.0,2016
1346,ottawa east news,Thursday,36056,1.2,,1160.0,10.0,161.0,10.0,2017
1347,ottawa embassy,Wednesday,9921,6.99,367.0,934.0,4.0,190.0,8.0,2013
1348,ottawa embassy,Wednesday,9840,7.69,453.0,1124.0,4.0,190.0,8,2014
1349,ottawa embassy,Wednesday,10878,7.69,453.0,1124.0,4.0,190.0,8.0,2015
1350,ottawa embassy,Wednesday,11486,7.69,,1124.0,4.0,190.0,8.0,2016
1351,ottawa hill times,Monday,10640,6.99,367.0,934.0,4.0,190.0,8.0,2013
1352,ottawa hill times,Monday,10368,7.69,453.0,1124.0,4.0,190.0,8,2014
1353,ottawa hill times,Monday,11773,7.69,453.0,1124.0,4.0,190.0,8.0,2015
1354,ottawa hill times,Monday,12360,7.69,,1124.0,4.0,190.0,8.0,2016
1355,ottawa hill times,Monday/Wednesday,13169,7.69,,1124.0,4.0,190.0,8.0,2017
1356,ottawa hill times,Monday/Wednesday,13169,7.69,,1124.0,4.0,190.0,8.0,2017
1357,ottawa hill times,Monday/Wednesday,13169,7.69,,1124.0,4.0,190.0,8.0,2018
1358,ottawa hill times,Monday/Wednesday,13169,7.69,,1124.0,4.0,190.0,8.0,2018
1359,ottawa hill times,Monday/Wednesday,14732,7.69,,1124.0,4.0,190.0,8.0,2019
1360,ottawa hill times,Monday/Wednesday,14732,7.69,,1124.0,4.0,190.0,8.0,2019
1361,ottawa south news,Thursday,39133,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1362,ottawa south news,Thursday,40737,1.02,1160.0,1160.0,10.0,189.0,10,2014
1363,ottawa south news,Thursday,41820,1.2,1160.0,1160.0,10.0,161.0,10.0,2015
1364,ottawa south news,Thursday,42150,1.2,,1160.0,10.0,161.0,10.0,2016
1365,ottawa south news,Thursday,52988,1.26,,1160.0,10.0,161.0,10.0,2017
1366,ottawa west news,Thursday,32030,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1367,ottawa west news,Thursday,35681,1.02,1160.0,1160.0,10.0,189.0,10,2014
1368,ottawa west news,Thursday,35247,1.2,1160.0,1160.0,10.0,161.0,10.0,2015
1369,ottawa west news,Thursday,35107,1.2,,1160.0,10.0,161.0,10.0,2016
1370,ottawa west news,Thursday,35081,1.2,,1160.0,10.0,161.0,10.0,2017
1371,paris star,Thursday,775,0.77,94.0,371.0,9.0,160.0,3.0,2013
1372,paris star,Thursday,4175,0.65,127.0,382.0,10.0,287.0,3,2014
1373,paris star,Thursday,4175,0.65,127.0,382.0,10.0,287.0,3.0,2015
1374,paris star,Thursday,4900,0.65,,382.0,10.0,287.0,3.0,2016
1375,paris star,Thursday,4885,0.65,,382.0,10.0,287.0,10.0,2017
1376,paris star,Thursday,4910,0.67,,394.0,10.0,287.0,10.0,2018
1377,paris star,Thursday,4910,0.67,,394.0,10.0,287.0,10.0,2019
1378,parkhill gazette,Thursday,943,0.89,76.0,271.0,6.0,210.0,5.0,2013
1379,parkhill gazette,Thursday,928,0.89,76.0,271.0,6.0,210.0,5,2014
1380,parkhill gazette,Thursday,860,0.91,100.0,271.0,6.0,210.0,5.0,2015
1381,parkhill glencoe gazette transcript free press,Thursday,1702,1.2,,282.0,6.0,210.0,5.0,2016
1382,parkhill glencoe gazette transcript free press,Thursday,1702,1.2,,282.0,6.0,210.0,5.0,2017
1383,parkhill glencoe gazette transcript free press,Thursday,1183,1.2,,282.0,6.0,210.0,5.0,2018
1384,parkhill glencoe gazette transcript free press,Thursday,992,1.2,,282.0,6.0,210.0,5.0,2019
1385,parry sound beacon star,Friday,8000,1.49,335.0,1160.0,10.0,175.0,10.0,2013
1386,parry sound beacon star,Friday,7971,2.64,1160.0,1160.0,10.0,161.0,10,2014
1387,parry sound beacon star,Friday,7572,2.64,1160.0,1160.0,10.0,161.0,10.0,2015
1388,parry sound beacon star,Friday,7604,2.64,,1160.0,10.0,161.0,10.0,2016
1389,parry sound beacon star,Friday,7433,2.64,,1160.0,10.0,161.0,10.0,2017
1390,parry sound beacon star,Friday,7328,2.64,,1160.0,10.0,161.0,10.0,2018
1391,parry sound beacon star,Friday,7272,2.64,,1160.0,10.0,161.0,10.0,2019
1392,parry sound north star,Wednesday,2840,1.33,335.0,1160.0,10.0,301.0,10.0,2013
1393,parry sound north star,Wednesday,2874,1.33,1160.0,1160.0,10.0,301.0,10,2014
1394,parry sound north star,Wednesday,2290,1.33,1160.0,1160.0,10.0,301.0,10.0,2015
1395,parry sound north star,Wednesday,2281,1.33,,1160.0,10.0,301.0,10.0,2016
1396,parry sound north star,Wednesday,2206,1.33,,1160.0,10.0,301.0,10.0,2017
1397,parry sound north star,Wednesday,1972,1.33,,1160.0,10.0,297.0,10.0,2018
1398,parry sound north star,Wednesday,1900,1.33,,1160.0,10.0,297.0,10.0,2019
1399,pelham news,Thursday,6793,0.61,147.0,368.0,9.0,160.0,3.0,2013
1400,pelham news,Thursday,6673,0.61,147.0,368.0,9.0,160.0,3,2014
1401,pelham news,Thursday,6639,0.66,147.0,368.0,9.0,160.0,3.0,2015
1402,pelham news,Thursday,6347,0.66,,368.0,9.0,160.0,3.0,2016
1403,pelham news,Thursday,6430,0.66,,368.0,9.0,160.0,3.0,2017
1404,pelham voice of pelham,Wednesday,8437,0.87,78.0,155.0,6.0,160.0,5.0,2013
1405,pelham voice of pelham,Wednesday,6746,0.87,78.0,155.0,6.0,158.0,5,2014
1406,pelham voice of pelham,Wednesday,5764,0.87,78.0,155.0,6.0,158.0,5.0,2015
1407,pelham voice of pelham,Wednesday,6817,0.87,,155.0,6.0,217.0,5.0,2016
1408,pelham voice of pelham,Wednesday,6782,0.87,,155.0,6.0,217.0,5.0,2017
1409,pelham voice of pelham,Wednesday,6627,0.87,,155.0,6.0,217.0,5.0,2018
1410,pelham voice of pelham,Wednesday,6627,0.92,,155.0,6.0,217.0,5.0,2019
1411,perth courier,Thursday,11763,0.69,335.0,1160.0,6.0,218.0,5.0,2013
1412,perth courier,Thursday,11930,0.48,1160.0,1160.0,10.0,189.0,10,2014
1413,perth courier,Thursday,12345,0.57,1160.0,1160.0,10.0,161.0,10.0,2015
1414,perth courier,Thursday,12467,0.57,,1160.0,10.0,161.0,10.0,2016
1415,perth courier,Thursday,11722,0.57,,1160.0,10.0,161.0,10.0,2017
1416,perth courier,Thursday,11765,0.57,,1160.0,10.0,161.0,10.0,2018
1417,perth courier,Thursday,11828,0.57,,1160.0,10.0,161.0,10.0,2019
1418,peterborough this week,Friday,45647,3.91,335.0,1160.0,10.0,175.0,10.0,2013
1419,peterborough this week,Wednesday,45970,3.91,335.0,1160.0,10.0,175.0,10.0,2013
1420,peterborough this week,Friday,45313,4.28,1160.0,1160.0,10.0,161.0,10,2014
1421,peterborough this week,Wednesday,45794,4.28,1160.0,1160.0,10.0,161.0,10,2014
1422,peterborough this week,Friday,44719,4.28,1160.0,1160.0,10.0,161.0,10.0,2015
1423,peterborough this week,Wednesday,45276,4.28,1160.0,1160.0,10.0,161.0,10.0,2015
1424,peterborough this week,Friday,44465,4.28,,1160.0,10.0,161.0,10.0,2016
1425,peterborough this week,Wednesday,45043,4.28,,1160.0,10.0,161.0,10.0,2016
1426,peterborough this week,Friday,43968,4.28,,1160.0,10.0,161.0,10.0,2017
1427,peterborough this week,Wednesday,44528,4.28,,1160.0,10.0,161.0,10.0,2017
1428,peterborough this week,Friday,43195,4.28,,1160.0,10.0,161.0,10.0,2018
1429,peterborough this week,Wednesday,43797,4.28,,1160.0,10.0,161.0,10.0,2018
1430,peterborough this week,Friday,41715,4.28,,1160.0,10.0,161.0,10.0,2019
1431,peterborough this week,Wednesday,42182,4.28,,1160.0,10.0,161.0,10.0,2019
1432,petrolia lambton independent,Thursday,6000,0.82,,,9.0,192.0,3,2014
1433,petrolia lambton independent,Thursday,6000,0.82,,,9.0,192.0,3.0,2015
1434,petrolia lambton independent,Thursday,6000,0.6,,,9.0,192.0,3.0,2016
1435,petrolia lambton independent,Thursday,6000,0.6,,,9.0,192.0,3.0,2017
1436,petrolia lambton independent,Thursday,6000,0.6,,353.0,9.0,192.0,3.0,2018
1437,petrolia lambton independent,Thursday,1900,0.6,,353.0,9.0,192.0,3.0,2019
1438,petrolia topic,Wednesday,1404,0.73,118.0,353.0,9.0,160.0,3.0,2013
1439,petrolia topic,Wednesday,1309,0.73,118.0,353.0,9.0,160.0,3,2014
1440,petrolia topic,Wednesday,1309,0.57,118.0,353.0,9.0,160.0,3.0,2015
1441,petrolia topic,Wednesday,726,0.53,,234.0,9.0,160.0,3.0,2016
1442,petrolia topic,Wednesday,726,0.53,,234.0,9.0,160.0,3.0,2017
1443,petrolia topic,Wednesday,726,0.53,,234.0,9.0,160.0,3.0,2018
1444,picton county weekly news,Thursday,11615,0.64,118.0,412.0,9.0,160.0,3.0,2013
1445,picton county weekly news,Thursday,11529,0.58,176.0,176.0,9.0,160.0,3,2014
1446,picton county weekly news,Thursday,11811,0.58,176.0,176.0,9.0,160.0,3.0,2015
1447,picton county weekly news,Thursday,11492,0.58,,176.0,9.0,160.0,3.0,2016
1448,picton county weekly news,Thursday,11149,0.58,,176.0,9.0,160.0,3.0,2017
1449,picton county weekly news,Thursday,11149,0.58,,176.0,10.0,160.0,10.0,2018
1450,picton county weekly news,Thursday,11149,0.58,,176.0,10.0,160.0,10.0,2019
1451,picton gazette,Thursday,11955,0.79,71.0,106.0,6.0,212.0,5.0,2013
1452,picton gazette,Thursday,11931,0.79,71.0,106.0,6.0,212.0,5,2014
1453,picton gazette,Thursday,11955,0.79,71.0,106.0,6.0,212.0,5.0,2015
1454,picton gazette,Thursday,11548,0.89,,106.0,6.0,188.0,5.0,2016
1455,picton gazette,Thursday,11426,0.89,,106.0,6.0,188.0,5.0,2017
1456,picton gazette,Thursday,11450,0.91,,106.0,6.0,160.0,5.0,2018
1457,picton gazette,Thursday,11377,0.91,,106.0,6.0,160.0,5.0,2019
1458,port colborne inport news,Thursday,11055,0.88,147.0,368.0,9.0,160.0,3.0,2013
1459,port colborne inport news,Thursday,10623,0.88,147.0,368.0,9.0,160.0,3,2014
1460,port colborne inport news,Thursday,10129,0.93,147.0,368.0,9.0,160.0,3.0,2015
1461,port colborne inport news,Thursday,9880,0.93,,368.0,9.0,160.0,3.0,2016
1462,port colborne inport news,Thursday,9849,0.93,,368.0,9.0,160.0,3.0,2017
1463,port dover maple leaf,Wednesday,3110,0.65,153.0,294.0,10.0,224.0,10.0,2013
1464,port dover maple leaf,Wednesday,2995,0.65,153.0,294.0,10.0,224.0,10,2014
1465,port dover maple leaf,Wednesday,2866,0.62,153.0,294.0,10.0,224.0,10.0,2015
1466,port dover maple leaf,Wednesday,2919,0.62,,235.0,10.0,224.0,10.0,2016
1467,port dover maple leaf,Wednesday,2840,0.62,,235.0,10.0,224.0,10.0,2017
1468,port dover maple leaf,Wednesday,2919,0.62,,235.0,10.0,224.0,10.0,2018
1469,port dover maple leaf,Wednesday,2808,0.62,,235.0,10.0,224.0,10.0,2019
1470,port elgin shoreline beacon,Tuesday,3371,0.84,147.0,147.0,9.0,160.0,3.0,2013
1471,port elgin shoreline beacon,Tuesday,3569,0.84,147.0,147.0,9.0,160.0,3,2014
1472,port elgin shoreline beacon,Tuesday,3303,0.84,147.0,147.0,9.0,160.0,3.0,2015
1473,port elgin shoreline beacon,Tuesday,2879,0.84,,147.0,9.0,160.0,3.0,2016
1474,port elgin shoreline beacon,Tuesday,2474,0.95,,147.0,9.0,160.0,3.0,2017
1475,port elgin shoreline beacon,Tuesday,2183,0.95,,147.0,9.0,160.0,3.0,2018
1476,port elgin shoreline beacon,Tuesday,1837,0.86,,147.0,10.0,160.0,10.0,2019
1477,port perry star,Thursday,11608,1.87,335.0,1160.0,10.0,175.0,10.0,2013
1478,port perry star,Thursday,11620,2.03,1160.0,1160.0,10.0,161.0,10,2014
1479,port perry star,Thursday,11502,2.03,1160.0,1160.0,10.0,161.0,10.0,2015
1480,port perry star,Thursday,11897,2.03,,1160.0,10.0,161.0,10.0,2016
1481,port perry star,Thursday,11897,2.03,,1160.0,10.0,161.0,10.0,2017
1482,port perry star,Thursday,11844,2.03,,1160.0,10.0,161.0,10.0,2018
1483,port perry star,Thursday,11432,2.03,,1160.0,10.0,161.0,10.0,2019
1484,port perry uxbridge the standard,Thursday,12231,1.22,100.0,176.0,6.0,196.0,5.0,2013
1485,port perry uxbridge the standard,Thursday,13363,1.22,100.0,176.0,6.0,196.0,5,2014
1486,port perry uxbridge the standard,Thursday,14415,1.22,100.0,176.0,6.0,177.0,5.0,2015
1487,port perry uxbridge the standard,Thursday,14415,1.22,,176.0,6.0,177.0,5.0,2016
1488,port perry uxbridge the standard,Thursday,11868,1.22,,176.0,6.0,177.0,5.0,2017
1489,port perry uxbridge the standard,Thursday,11868,1.22,,176.0,6.0,177.0,5.0,2018
1490,port perry uxbridge the standard,Thursday,11868,1.22,,176.0,6.0,177.0,5.0,2019
1491,port stanley the lake erie beacon,Friday,7170,1.98,229.0,469.0,4.0,215.0,8.0,2013
1492,port stanley the lake erie beacon,Friday,6684,1.98,229.0,469.0,4.0,215.0,8,2014
1493,port stanley the lake erie beacon,Friday,6684,1.98,229.0,469.0,4.0,215.0,8.0,2015
1494,port stanley the lake erie beacon,Friday,6684,1.98,,469.0,4.0,215.0,8.0,2016
1495,port stanley the lake erie beacon,Friday,6684,1.98,,469.0,4.0,215.0,8.0,2017
1496,prescott journal,Wednesday,1619,0.88,206.0,412.0,6.0,220.0,5.0,2013
1497,prescott journal,Wednesday,1463,0.91,176.0,353.0,6.0,220.0,5,2014
1498,prescott journal,Wednesday,1337,0.91,176.0,353.0,6.0,220.0,5.0,2015
1499,prescott journal,Wednesday,1334,0.93,,353.0,6.0,220.0,5.0,2016
1500,prescott journal,Wednesday,1288,0.93,,353.0,6.0,220.0,5.0,2017
1501,prescott journal,Wednesday,1141,0.93,,353.0,6.0,220.0,5.0,2018
1502,prescott journal,Wednesday,1099,0.93,,353.0,6.0,220.0,5.0,2019
1503,quinte west news,Thursday,22993,1.47,335.0,1160.0,6.0,218.0,5.0,2013
1504,quinte west news,Thursday,16057,1.13,1160.0,1160.0,10.0,189.0,10,2014
1505,quinte west news,Thursday,16071,1.33,1160.0,1160.0,10.0,161.0,10.0,2015
1506,quinte west news,Thursday,16046,1.33,,1160.0,10.0,161.0,10.0,2016
1507,quinte west news,Thursday,15992,1.33,,1160.0,10.0,161.0,10.0,2017
1508,rainy river record,Tuesday,684,0.8,135.0,435.0,5.0,209.0,4.0,2013
1509,rainy river record,Tuesday,691,0.81,135.0,435.0,5.0,209.0,4,2014
1510,rainy river record,Tuesday,612,0.85,141.0,456.0,5.0,209.0,4.0,2015
1511,rainy river record,Tuesday,643,0.87,,471.0,5.0,209.0,4.0,2016
1512,red lake northern sun news,Wednesday,1210,0.65,118.0,294.0,6.0,294.0,2.0,2013
1513,red lake northern sun news,Wednesday,1210,0.66,118.0,294.0,6.0,294.0,2,2014
1514,red lake northern sun news,Wednesday,1114,0.67,118.0,294.0,6.0,294.0,2.0,2015
1515,red lake northern sun news,Wednesday,1068,1.24,,294.0,6.0,160.0,5.0,2016
1516,red lake northern sun news,Wednesday,1068,1.26,,294.0,6.0,160.0,5.0,2017
1517,red lake northern sun news,Wednesday,811,1.28,,294.0,6.0,160.0,5.0,2018
1518,renfrew mercury,Thursday,15286,1.15,335.0,1160.0,6.0,218.0,5.0,2013
1519,renfrew mercury,Thursday,15290,0.8,1160.0,1160.0,10.0,189.0,10,2014
1520,renfrew mercury,Thursday,15564,0.94,1160.0,1160.0,10.0,161.0,10.0,2015
1521,renfrew mercury,Thursday,13121,0.94,,1160.0,10.0,161.0,10.0,2016
1522,renfrew mercury,Thursday,14519,0.94,,1160.0,10.0,161.0,10.0,2017
1523,renfrew mercury,Thursday,13359,0.94,,1160.0,10.0,161.0,10.0,2018
1524,renfrew mercury,Thursday,11942,0.94,,1160.0,10.0,161.0,10.0,2019
1525,richmond hill liberal,Saturday,50939,3.27,335.0,1160.0,10.0,175.0,10.0,2013
1526,richmond hill thornhill liberal,Thursday,83140,5.44,335.0,1160.0,10.0,175.0,10.0,2013
1527,richmond hill thornhill liberal,Thursday,81654,5.94,1160.0,1160.0,10.0,161.0,10,2014
1528,richmond hill thornhill liberal,Thursday,83416,5.94,1160.0,1160.0,10.0,161.0,10.0,2015
1529,richmond hill thornhill liberal,Thursday,83846,5.94,,1160.0,10.0,161.0,10.0,2016
1530,richmond hill thornhill liberal,Thursday,83846,5.94,,1160.0,10.0,161.0,10.0,2017
1531,richmond hill thornhill liberal,Thursday,84047,5.94,,1160.0,10.0,161.0,10.0,2018
1532,richmond hill thornhill liberal,Thursday,84542,5.94,,1160.0,10.0,161.0,10.0,2019
1533,ridgetown independent news,Wednesday,1889,0.52,118.0,235.0,6.0,224.0,5.0,2013
1534,ridgetown independent news,Wednesday,1964,0.52,118.0,235.0,6.0,224.0,5,2014
1535,ridgetown independent news,Wednesday,1787,0.52,118.0,235.0,6.0,224.0,5.0,2015
1536,ridgetown independent news,Wednesday,1776,0.52,,235.0,6.0,224.0,5.0,2016
1537,ridgetown independent news,Wednesday,1752,0.53,,176.0,6.0,224.0,5.0,2017
1538,ridgetown independent news,Wednesday,1640,0.53,,176.0,6.0,224.0,5.0,2018
1539,ridgetown independent news,Wednesday,1583,0.56,,176.0,6.0,224.0,5.0,2019
1540,russell villager,Wednesday,713,0.57,176.0,529.0,6.0,220.0,5.0,2013
1541,sarnia journal,Thursday,30000,1.35,,,9.0,192.0,3.0,2015
1542,sarnia journal,Thursday,30000,1.35,,,9.0,192.0,3.0,2016
1543,sarnia journal,Thursday,30000,1.35,,,9.0,192.0,3.0,2017
1544,sarnia journal,Thursday,30000,1.4,,,9.0,192.0,3.0,2018
1545,sarnia journal,Thursday,30000,1.4,,,9.0,192.0,3.0,2019
1546,sarnia lambton county this week,Thursday,41300,1.49,152.0,469.0,9.0,160.0,3.0,2013
1547,sarnia lambton county this week,Thursday,41300,1.49,152.0,469.0,9.0,160.0,3,2014
1548,sarnia lambton county this week,Thursday,40240,1.49,152.0,469.0,9.0,160.0,3.0,2015
1549,sarnia lambton county this week,Thursday,39627,1.49,,469.0,9.0,160.0,3.0,2016
1550,sarnia lambton county this week,Thursday,39156,1.49,,469.0,9.0,160.0,3.0,2017
1551,sarnia lambton county this week,Thursday,39476,1.49,,469.0,9.0,160.0,3.0,2018
