,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs,first_year,equal_to_previous
41,12927.0,Thursday,T,2014,ancaster,ancaster news,metroland media group ltd.,,ON,12927.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
42,12725.0,Thursday,T,2015,ancaster,ancaster news,metroland media group ltd.,,ON,12725.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
43,12710.0,Thursday,T,2016,ancaster,ancaster news,metroland media group ltd.,,ON,12710.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
44,13041.0,Thursday,T,2017,ancaster,ancaster news,metroland media group ltd.,,ON,13041.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
45,13037.0,Thursday,T,2018,ancaster,ancaster news,metroland media group ltd.,,ON,13037.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
46,13111.0,Thursday,T,2019,ancaster,ancaster news,metroland media group ltd.,,ON,13111.0,metroland media group ltd.,"['ancaster ,ON, Canada']",273929.5,265325.5,2.75,113797.5,107936.0,261.65,686.685,42.9,225242.5,44722.5,64087.5,116435.0,4160.0,45660.0,225242.5,215687.5,35990.5,269427.5,200617.5,65692.5,"[(43.225693, -79.976692)]",['Hamilton'],2013,False
47,33500.0,Thursday,T,2013,toronto,annex gleaner,burchell publishing co. ltd.,0.0,ON,33500.0,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
48,25000.0,Thursday,T,2014,toronto,annex gleaner,burchell publishing co. ltd.,,ON,25000.0,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,False
49,,Thursday,T,2015,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
50,,Thursday,T,2016,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
51,,Thursday,T,2017,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
52,,Thursday,T,2018,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
53,,Thursday,T,2019,toronto,annex gleaner,burchell publishing co. ltd.,,ON,,burchell publishing co. ltd.,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",['Toronto'],2013,True
54,7668.0,Thursday,T,2013,arnprior,arnprior chronicle guide,metroland media group ltd.,0.0,ON,7668.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
55,7892.0,Thursday,T,2014,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7892.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
56,7941.0,Thursday,T,2015,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7941.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
57,8332.0,Thursday,T,2016,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8332.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
58,8114.0,Thursday,T,2017,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8114.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
59,8019.0,Thursday,T,2018,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,8019.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
60,7085.0,Thursday,T,2019,arnprior,arnprior chronicle guide,metroland media group ltd.,,ON,7085.0,metroland media group ltd.,"['arnprior ,ON, Canada']",8795.0,8114.0,8.4,4124.0,3912.0,672.7,13.07,45.4,7160.0,1385.0,2290.0,3485.0,125.0,875.0,7160.0,6955.0,33579.0,8515.0,8070.0,435.0,"[(45.433515, -76.3543692)]",['Arnprior'],2013,False
61,12.0,Wednesday,T,2013,arthur,arthur enterprise news,metroland media group ltd.,510.0,ON,522.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",['Wellington North'],2013,False
62,0.0,Wednesday,T,2014,arthur,arthur enterprise news,metroland media group ltd.,420.0,ON,420.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",['Wellington North'],2013,False
63,,Wednesday,T,2015,arthur,arthur enterprise news,metroland media group ltd.,315.0,ON,315.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",['Wellington North'],2013,False
64,,Wednesday,T,2016,arthur,arthur enterprise news,metroland media group ltd.,235.0,ON,235.0,metroland media group ltd.,"['arthur ,ON, Canada']",11914.0,11477.0,3.8,4839.0,4682.0,22.6,526.21,42.0,9385.0,3115.0,2780.0,3490.0,115.0,755.0,9385.0,9110.0,31859.0,11610.0,10615.0,925.0,"[(43.8309446, -80.5355526)]",['Wellington North'],2013,False
65,43.0,Monday,T,2013,atikokan,atikokan progress,atikokan printing (1994) ltd.,1263.0,ON,1306.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
66,40.0,Monday,T,2014,atikokan,atikokan progress,atikokan printing (1994) ltd.,1220.0,ON,1260.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
67,39.0,Monday,T,2015,atikokan,atikokan progress,atikokan printing (1994) ltd.,1154.0,ON,1193.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
68,38.0,Monday,T,2016,atikokan,atikokan progress,atikokan printing (1994) ltd.,1075.0,ON,1113.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
69,34.0,Monday,T,2017,atikokan,atikokan progress,atikokan printing (1994) ltd.,1047.0,ON,1081.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
70,,Monday,T,2018,atikokan,atikokan progress,atikokan printing (1994) ltd.,1053.0,ON,1087.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
71,32.0,Monday,T,2019,atikokan,atikokan progress,atikokan printing (1994) ltd.,1012.0,ON,1044.0,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753.0,2787.0,-1.2,1477.0,1305.0,8.6,319.52,46.2,2345.0,545.0,725.0,1080.0,50.0,210.0,2325.0,2265.0,33225.0,2690.0,2580.0,105.0,"[(48.762526, -91.624603)]",['Atikokan'],2013,False
72,7342.0,Thursday,T,2013,aurora,aurora king connection,metroland media group ltd.,0.0,ON,7342.0,metroland media group ltd.,"['aurora ,ON, Canada']",55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0,"[(43.99973, -79.467545)]",['Aurora'],2013,False
73,14.0,Wednesday,B,2013,aylmer,aylmer express,aylmer express ltd.,3584.0,ON,3598.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
74,30.0,Wednesday,B,2014,aylmer,aylmer express,aylmer express ltd.,3391.0,ON,3421.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
75,,Wednesday,B,2015,aylmer,aylmer express,aylmer express ltd.,,ON,,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,True
76,12.0,Wednesday,B,2016,aylmer,aylmer express,aylmer express ltd.,3302.0,ON,3314.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
77,14.0,Wednesday,B,2017,aylmer,aylmer express,aylmer express ltd.,3076.0,ON,3090.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
78,13.0,Wednesday,B,2018,aylmer,aylmer express,aylmer express ltd.,3013.0,ON,3026.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
79,,Wednesday,B,2019,aylmer,aylmer express,aylmer express ltd.,2929.0,ON,2942.0,aylmer express ltd.,"['aylmer ,ON, Canada']",7492.0,7151.0,4.8,3031.0,2961.0,1197.6,6.26,40.0,5935.0,2040.0,1790.0,2105.0,35.0,510.0,5940.0,5685.0,27637.0,7425.0,5770.0,1590.0,"[(42.773227, -80.983658)]",['Aylmer'],2013,False
80,0.0,Wednesday,B,2013,ayr,ayr news,ayr news ltd.,3204.0,ON,3204.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
81,,Wednesday,B,2014,ayr,ayr news,ayr news ltd.,3150.0,ON,3150.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
82,,Wednesday,B,2015,ayr,ayr news,ayr news ltd.,3082.0,ON,3082.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
83,,Wednesday,B,2016,ayr,ayr news,ayr news ltd.,3052.0,ON,3052.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
84,,Wednesday,B,2017,ayr,ayr news,ayr news ltd.,2939.0,ON,2939.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
85,,Wednesday,B,2018,ayr,ayr news,ayr news ltd.,2785.0,ON,2785.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
86,,Wednesday,B,2019,ayr,ayr news,ayr news ltd.,2603.0,ON,2603.0,ayr news ltd.,"['ayr ,ON, Canada']",10215.0,9334.0,9.4,3564.0,3531.0,54.5,187.43,39.9,8220.0,1385.0,2290.0,4540.0,175.0,1700.0,8220.0,7935.0,45050.0,10125.0,8890.0,1215.0,"[(43.2855122, -80.4507012)]",['North Dumfries'],2013,False
87,7850.0,Friday,T,2013,bancroft,bancroft this week,sun media corporation,0.0,ON,7850.0,sun media corporation,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
88,7871.0,Friday,T,2014,bancroft,bancroft this week,maple key media,,ON,7871.0,sun media corporation,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
89,9338.0,Friday,T,2015,bancroft,bancroft this week,maple key media,,ON,9338.0,maple key media,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
90,9176.0,Friday,T,2016,bancroft,bancroft this week,maple key media,,ON,9176.0,maple key media,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
91,8962.0,Friday,T,2017,bancroft,bancroft this week,white pine media corp.,,ON,8962.0,maple key media,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
92,,Friday,T,2018,bancroft,bancroft this week,white pine media corp.,,ON,,white pine media corp.,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,True
93,,Friday,T,2019,bancroft,bancroft this week,white pine media corp.,,ON,,white pine media corp.,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,True
94,0.0,Thursday,B,2013,bancroft,bancroft times,bancroft times,3840.0,ON,3840.0,bancroft times,"['bancroft ,ON, Canada']",3881.0,3880.0,0.0,1944.0,1750.0,16.9,229.51,48.8,3255.0,1035.0,855.0,1365.0,40.0,320.0,3245.0,3140.0,25040.0,3740.0,3420.0,315.0,"[(45.0570769, -77.8537127)]",['Bancroft'],2013,False
96,58366.0,Sunday,T,2016,aurora,banner,metroland media group ltd.,0.0,ON,58366.0,metroland media group ltd.,"['aurora ,ON, Canada']",55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0,"[(43.99973, -79.467545)]",['Aurora'],2016,False
95,15946.0,Thursday,B,2016,aurora,banner,metroland media group ltd.,0.0,ON,15946.0,metroland media group ltd.,"['aurora ,ON, Canada']",55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0,"[(43.99973, -79.467545)]",['Aurora'],2016,False
97,17138.0,Friday,T,2013,barrhaven,barrhaven independent,the morris group,0.0,ON,17138.0,the morris group,"['barrhaven ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.280172, -75.759707)]",['Ottawa'],2013,False
98,8708.0,Friday,T,2019,barrhaven,barrhaven independent,the morris group,,ON,8708.0,the morris group,"['barrhaven ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.280172, -75.759707)]",['Ottawa'],2013,False
100,52243.0,Thursday,T,2013,barrie,barrie advance,metroland media group ltd.,0.0,ON,52243.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
101,52434.0,Thursday,T,2014,barrie,barrie advance,metroland media group ltd.,,ON,52434.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
102,52317.0,Thursday,T,2015,barrie,barrie advance,metroland media group ltd.,,ON,52317.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
103,52759.0,Thursday,T,2016,barrie,barrie advance,metroland media group ltd.,,ON,52759.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
104,52713.0,Thursday,T,2017,barrie,barrie advance,metroland media group ltd.,,ON,52713.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
105,52226.0,Thursday,T,2018,barrie,barrie advance,metroland media group ltd.,,ON,52226.0,metroland media group ltd.,"['barrie ,ON, Canada']",141434.0,136063.0,3.9,54227.0,52476.0,1428.0,99.04,38.9,113575.0,19990.0,35220.0,58365.0,1705.0,19500.0,113575.0,108835.0,33731.0,139055.0,119420.0,18655.0,"[(44.3893113, -79.6901736)]",['Barrie'],2013,False
